tier,basis,case_id,court,date,cause,ruling_quote,cited_statutes,risk,rule_source,flag_for_review
silver,判決關鍵詞抽取(未核對),"TPDV,113,訴,4105,20251230,5",,2025-12-30,減少房屋價金,二、被告則抗辯略以： ㈠系爭買賣契約第9條第3項約定被告就系爭房屋之全部（含公 設）不負瑕疵擔保責任，被告亦無原告所謂故意不告知滲漏 水瑕疵等云，原告主張被告應依民法第354條、第359條前段 、第179條等規定負出賣人之瑕疵擔保責任云云，顯無理由 。,民法第9條、民法第354條、民法第359條、民法第179條,medium,民法354 / 359:瑕疵擔保,Y
silver,判決關鍵詞抽取(未核對),"TPDV,113,簡上,209,20251231,1",,2025-12-31,遷讓房屋等,惟觀諸 張阿菊於53年6月23日購買系爭房地時，吳秋來為張阿菊 之長子，年29歲，已有相當知識程度，陪同張阿菊前往， 並親眼見聞購買系爭房地之過程及始末，且長期保管張阿 菊與出賣人簽立之系爭買賣契約、張阿菊催告出賣人辦理 移轉登記之存證信函及系爭房屋所有權狀等文件，併據其 提出之買賣契約書上當事人僅載明張阿菊一人，而吳國棟 當時僅14歲，尚未成年，理應以吳秋來之證詞較為可採。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,113,簡上,209,20251231,1",,2025-12-31,遷讓房屋等,㈢次按稱「借名登記」者，謂當事人約定一方將自己之財產以 他方名義登記，仍由自己管理、使用、處分，他方允就該財 產為出名登記之契約，其成立側重於借名者與出名者間之信 任關係，在性質上應與委任契約同視，倘其內容不違反強制 、禁止規定或公序良俗者，固應賦予無名契約之法律上效力 ，並類推適用民法委任之相關規定。,,high,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,112,重訴,943,20251223,1",,2025-12-23,不動產所有權移轉登記,貳、實體方面： 一、原告主張：原告為免受前夫積欠債務之牽連，遂與陳美月通謀，於民國89年7月26日以買賣為原因，將附表一所示房屋、土地（下合稱系爭房地）虛偽登記為陳美月所有（如附表一「登記內容一」欄所載，下稱登記①）；嗣因陳美月不願繼續為系爭房地之登記名義人，原告乃與被告劉敏娜通謀，於91年10月28日簽署信託登記聲明書（下稱系爭聲明書）後，再於91年11月4日另以買賣為原因，將系爭房地虛偽登記為劉敏娜所有（如附表一「登記內容二」欄所載，下稱登記②），上述登記①、②之債權及物權行為均因通謀虛偽意思表示而無效，被告自不能取得系爭房地之所有權，原告得依民法第767條第1項中段規定請求塗銷該等移轉登,民法第767條,high,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,重訴,325,20251231,1",,2025-12-31,給付租金等,"貳、實體部分： 一、原告主張：原告自110年9月19日起至120年9月18日止，向訴 外人新光人壽保險股份有限公司（下稱新光人壽公司）承租 坐落臺北市○○區○○○路○段00號44、45號房屋（面積1,059.61 坪，下稱系爭房屋；契約部分，下稱新光租約）；原告嗣經 新光人壽公司同意後，將系爭房屋之一部（面積980.12坪） 轉租予美兆診所，美兆診所依租賃契約第4條、第14條約定 ，每月應給付租金302萬8,572元（含稅）、大樓管理費、水 電瓦斯費，租期自111年1月1日起至111年12月31日止，之後 租期屆滿，雙方均口頭約定同意續租（下稱系爭租約）；因 美兆診所自113年8月至10月連續",民法第4條、民法第14條、民法第100條、民法第450條、民法第421條、民法第439條、民法第179條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,訴,4202,20251205,1",,2025-12-05,遷讓房屋等,4、末按給付無確定期限者，債務人於債權人得請求給付時，經其催告而未為給付，自受催告時起，負遲延責任；其經債權人起訴而送達訴狀，與催告有同一之效力；遲延之債務，以支付金錢為標的者，債權人得請求依法定利率計算之遲延利息；應付利息之債務，其利率未經約定，亦無法律可據者，週年利率為百分之五，民法第229條第2項、第233條第1項本文及第203條分別定有明文。,民法第229條、民法第233條、民法第203條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,訴,3257,20251231,1",,2025-12-31,給付買賣價金,理由 一、原告主張： ㈠原告原為門牌臺北市○○區○○○路○段000巷00號5樓房屋（下稱 系爭房屋）及其座落基地暨共有部分（土地與房屋下合稱系 爭房地）之所有權人，兩造於民國109年12月6日就系爭房地 達成買賣合意並簽定不動產買賣契約書（下稱原契約），約 定以買賣總價新臺幣（下同）800萬元略分三期撥入於中國 信託商業銀行永吉分行所開設，戶名「中信房屋房屋交易安 全專戶」之帳號00000-00000000-0（下稱系爭專戶）內，並 於110年1月28日完成點交作業，於109年12月6日原契約簽訂 當日，被告便已支付現金3萬元，另於同年月7日匯款77萬元 、同年月25日匯款140萬元至系爭專戶,民法第3條,medium,民法429、430:修繕義務,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,訴,3257,20251231,1",,2025-12-31,給付買賣價金,又原告得以依原契約第11條第2項後段規定主 張違約金220萬元之前提為「原告依房屋交易安全契約書約 定之方式催告期滿而被告仍不履約時」，原告於另案二審審 理時提出之書狀中自認其解除系爭契約之主張「並未依照房 屋交易安全契約書第8條所定送達方式」，故為無效之意思 表示，則不得主張原契約第11條第2項後段所生之法律效果 ，詎原告於本案訴訟改口稱送達合法，有違民法第148條第2 項之訴訟之誠信原則、禁反言原則，屬權利之濫用。,民法第11條、民法第8條、民法第148條,high,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"TPDV,114,訴,3257,20251231,1",,2025-12-31,給付買賣價金,針對同 一違約事由，原告已於另案確定判決中主張依原契約第11條 第2項前段約定請求違約金，自不得再於本案主張該條後段 之違約金，依原告於另案一審之先、備位聲明，可知原契約 第11條第2項前、後段屬互斥關係，應僅得擇一請求，且若 允許原告得併行主張原契約第11條第2項前、後段約定，則 等同於若被告有違約情事且原告依約得解除契約時，原告得 透過消極延後解除權行使之時點，同時獲有遲延履約及契約 解除之違約金，對於被告而言顯失公平，且系爭契約於111 年7月1日成立，兩造於111年7月6日簽有房地產點交書，其 中賣方確認欄位之尾款點交係勾選「現場收訖無誤」，並未 載明被告尚有尾款220萬元未給付，可知,民法第11條,high,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"TNDV,114,司促,21667,20251218,2",,2025-12-18,給付買賣價金,次按除商業上另有習慣，或當事人間有利息遲付逾 一年後經催告而不償還時，債權人得將遲付之利息滾入原本 之書面約定者，利息不得滾入原本再生利息。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"TNDV,113,重訴,341,20251215,1",,2025-12-15,返還買賣價金,㈡詎料，在廠房興建過程中，被告屢次要求追加價金，最終要 求之總價與系爭意願書之約定差距甚大，原告並未同意，且 被告興建之廠房，亦非依原告需求而規劃設計，兩造就廠房 之格局、建材選用、工期安排及實際建坪等締約之重要條件 ，均未達成意思合致，被告片面與建築師討論後，即向主管 機關申請建造執照，嗣臺南市政府工務局於112年10月12日 核發廠房之建造執照，原告依系爭意願書第4條約定，多次 要求被告以系爭意願書約定之內容為基礎，提供正式不動產 買賣契約書供原告審核，以利兩造簽訂本約，被告卻藉故推 諉，原告不得已於113年7月18日通知被告解除系爭意願書， 爰依民法第179條規定，請求被告返還樹牌公司已,民法第4條、民法第179條、民法第249條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TNDV,113,重訴,341,20251215,1",,2025-12-15,返還買賣價金,"㈡詎料，被告於113年5月18日通知原告，系爭4棟建物坐落之基 地基礎部分已施工完成，原告應依約給付第2期款即總價1億 7,064萬5,000元之10％時，原告竟拒絕給付，並託詞應以系 爭意願書原定之總價1億2,500萬元簽約，惟被告已依兩造協 議，客製化設計興建系爭4棟建物，豈可能再與原告以1億2, 500萬元簽訂系爭不動產之買賣契約，原告主張被告未依系 爭意願書第4條約定，提供正式不動產買賣契約，為可歸責 被告事由，顯非合理，兩造未能簽訂不動產買賣契約之書面 ，顯係可歸責於原告之故，而被告催告原告給付第2期價金 後，原告仍不給付，被告業於113年8月16日以存證信函通知 解除兩造間關於系爭",民法第4條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TNDV,113,重訴,341,20251215,1",,2025-12-15,返還買賣價金,㈢原告以被告拒不履行系爭意願書約定之內容為由，於113年7 月18日通知被告解除系爭預約，解約不合法： ⒈按契約當事人之一方遲延給付者，他方當事人得定相當期限 催告其履行，如於期限內不履行時，得解除其契約，民法第 254條定有明文。,民法第254條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TNDV,114,訴,1369,20251231,1",,2025-12-31,核定租金等,另原告自76年7月30日取得系爭土地所有權迄今 ，未曾繳納地價稅，於兩造父親訴外人蔡國美112年7月6日 過世前，均由蔡國美代為繳納，於蔡國美過世後，則由被告 代為繳納，蔡國美及被告均得依民法第176條第1項規定請求 原告償還代墊支付之地價稅併計支出時之利息。,民法第176條,low,,Y
silver,判決關鍵詞抽取(未核對),"TNDV,114,訴,1369,20251231,1",,2025-12-31,核定租金等,"自99年起至 111年止蔡國美為原告代墊支付之地價稅為129,635元，蔡國 美去世後經兩造及蔡朝峰繼承，被告得對原告請求償還之金 額為其中97,230元，而112年至113年被告為原告代墊支付之 地價稅為21,082元，以上合計共118,312元為被告對原告之 無因管理債權，被告得依民法第334條第1項規定與原告請求 之租金額抵銷等語。",民法第334條,low,,Y
silver,判決關鍵詞抽取(未核對),"TNDV,112,簡上,223,20251231,1",,2025-12-31,遷讓房屋等,"㈢然被上訴人繳交27期租金後，自106年5月15日起即未給付租 金，經通知屢藉故推拖，至111年9月止已積欠65個月租金， 且依系爭保證書之約定，被上訴人未依約繳納租金，應遷出 系爭房屋，上訴人遂於111年10月12日以仁德郵局第001591 號存證信函催告被上訴人於5日內出面處理，並對其為終止 租賃契約及請求給付積欠租金之意思表示，惟仍未獲置理， 被上訴人自106年5月15日起至111年10月18日收到上開存證 信函止，共計65個月又4天，所欠租金為2,019,133元【計算 式：31,000元×（65＋4/30）月＝2,019,133元，元以下四捨五 入】。",,medium,,Y
silver,判決關鍵詞抽取(未核對),"TNDV,113,訴,1511,20251215,4",,2025-12-15,遷讓房屋等,三、得心證之理由： (一)本訴部分： 1、按承租人應依約定日期，支付租金；又承租人租金支付有遲 延者，出租人得定相當期限，催告承租人支付租金，如承租 人於其期限內不為支付，出租人得終止契約；又租賃物為房 屋者，遲付租金之總額，非達2個月之租額，不得依前項之 規定，終止契約。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"TNDV,113,訴,1511,20251215,4",,2025-12-15,遷讓房屋等,"再被告於言詞辯論時對 於積欠原告租金數額為551,000元並不爭執(卷一第127頁)； 而系爭不動產租賃契約第2條及第16條約定：被告應於每月2 4日給付租金；被告遲付租金總額達2個月租金額後，經原告 定相當期限催告仍不支付，原告得提前終止系爭租約等情， 有系爭租賃契約書在卷可參(卷一第25、27頁)。",民法第2條、民法第16條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TNDV,113,訴,1511,20251215,4",,2025-12-15,遷讓房屋等,"依前所述， 系爭租賃契約既約定給付租金日期，被告自111年8月起即未 向原告給付租金，經扣除押租金後，已達2個月以上，是以 原告原告寄發存證信函(卷一第31-35頁)，定期催告被告繳 納積欠租金，被告至今仍未繳納，故原告爰依上開規定，請 求被告給付到期未付租金551,000元；以及終止系爭租賃契 約，並依終止後回復原狀之法律關係，請求被告遷讓房屋， 自於法有據，均應准許之。",,medium,內政部公告:押金上限2個月租金,Y
silver,判決關鍵詞抽取(未核對),"TNDV,114,重訴,161,20251212,2",,2025-12-12,返還買賣價金等,㈢原告依系爭契約第10條第1項約定，寄發114年3月26日新營郵 局第63號存證信函，定7日期間催告被告應履行上述清理完 畢之義務，經被告於同年4月7日收訖，屆期後被告仍未履行 ；原告復寄發114年4月16日新營郵局第75號存證信函，依系 爭契約第10條第1項約定，為解除契約之意思表示，經被告 於同年月23日收訖，故系爭契約已生合法解除效力，則被告 收受590萬元之買賣價金即屬無法律上原因，依系爭契約第1 0條第3項及民法第179條規定，被告有返還義務，並應同意 原告領取系爭契約履約保證專戶內之款項暨牌告利率利息。,民法第10條、民法第179條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TNDV,114,重訴,161,20251212,2",,2025-12-12,返還買賣價金等,"㈣依系爭契約第10條第3項約定，系爭土地上遭他人以地上物占 用，屬給付不能或有其他違約情事，故原告除得解除契約外 ，亦得請求被告另交付原所收款項計算之金額即5,900,000 元之違約金予原告，作為違約之損害賠償。",民法第10條,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"TNDV,114,重訴,161,20251212,2",,2025-12-12,返還買賣價金等,而該違約損害賠 償，係民法第250條第2項損害賠償預定性質違約金，依法法 院有酌減權利，原告認因系爭契約除有所主張之損害外，可 能仍要支付履約保證費用及仲介居間報酬、代書費用等其他 為買受系爭土地而準備預支之費用，雖該等費用得另訴向被 告請求，惟因履約所付出之勞力、精神及付出之心力本難以 計算，再考量其他社會情事及公平性、被告於系爭契約之違 約等因素，此部分原告請求之違約損害賠償為60萬元。,民法第250條,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"TNDV,114,訴,1021,20251224,1",,2025-12-24,請求所有權移轉登記,又稱借名登記 者，謂當事人約定一方將自己之財產以他人名義登記，而 仍由自己管理，使用處分，他方允就該財產為出名登記之 契約，其成立側重於借名者與出名者間之信任關係，在性 質上應與委任契約同視，倘其內容不違反強制、禁止規定 或公序良俗者，應賦予無名契約之法律上效力，並類推適 用民法委任之相關規定。,,high,,Y
silver,判決關鍵詞抽取(未核對),"MLDV,114,苗小,786,20251223,1",,2025-12-23,給付分期買賣價金,二、原告主張：兩造於民國111年6月22日簽訂中古手機分期付款 買賣契約（下稱系爭買賣契約），約定被告以分期付款買賣 方式，向原告購買三星S10⁺手機1部，約定買賣總價為新臺 幣（下同）5萬3640元，被告應自同年7月25日起至114年6月 25日止，以每1個月為1期，共計36期繳交上開買賣價款，每 期應繳金額1490元，約定利率為週年利率百分之16，若被告 未依約清償，即喪失分期償還之利益，全部債務視為到期。,,low,,Y
silver,判決關鍵詞抽取(未核對),"MLDV,114,苗簡,729,20251226,1",,2025-12-26,遷讓房屋等,四、按稱租賃者，謂當事人約定，一方以物租與他方使用收益， 他方支付租金之契約；承租人應依約定日期，支付租金；承 租人租金支付有遲延者，出租人得定相當期限，催告承租人 支付租金，如承租人於其期限內不為支付，出租人得終止契 約。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"MLDV,114,苗建簡,3,20251209,1",,2025-12-09,解除契約等,其經債權人起訴而送達訴狀，或依督促程序送達支付命令 ，或為其他相類之行為者，與催告有同一之效力，民法第 229條第1項及第2項定有明文。,民法第229條,medium,,Y
silver,判決關鍵詞抽取(未核對),"MLDV,114,苗建簡,3,20251209,1",,2025-12-09,解除契約等,另為衡平被告之利益，並依民事訴訟法第392 條第2項規定，依職權酌定相當擔保金額，准許被告預供擔 保免為假執行。,民事訴訟法第392條,medium,,Y
silver,判決關鍵詞抽取(未核對),"MLDV,114,苗簡,772,20251224,1",,2025-12-24,遷讓房屋等,民法所定之違約金有 兩種，性質及作用各有不同，一為以預定債務不履行之損害 賠償額為目的，不具懲罰性，此種違約金於債務人不履行債 務時，債權人於違約金外，不得再請求債務不履行之損害賠 償，故約定之違約金是否過高，法院除衡酌一般客觀事實、 社會經濟狀況及債權人因債務已為一部履行所受之利益外， 尤應以債權人實際所受之積極損害及消極損害（所失利益） 為主要審定標準。,,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"MLDV,114,苗簡,772,20251224,1",,2025-12-24,遷讓房屋等,二為以強制債務之履行為目的，此種違約 金於債務人不履行債務時，債權人除得請求違約金外，並得 請求債務不履行之損害賠償，故約定之違約金是否過高，即 非以債權人所受損害為惟一審定標準，尚應參酌債務人違約 時之一切情狀斷之，二者之性質及參酌之因素不同，應予區 辨。,,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"MLDV,114,苗簡,772,20251224,1",,2025-12-24,遷讓房屋等,準此，法院就當事人約定之違約金，應先予定性，再依 其性質及內涵審酌是否過高，應否予以酌減，以判斷其數額 應為若干（最高法院114年度台上字第775號判決參照）。,,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
silver,判決關鍵詞抽取(未核對),"MLDV,114,苗簡,719,20251231,2",,2025-12-31,遷讓房屋,五、本件係依民事訴訟法第427條第2項第8款關於定期給付涉訟 之規定適用簡易程序所為被告敗訴之判決，依同法第389條 第1項第3款規定，本院應依職權宣告假執行；並為兼顧被告 之權益，依職權酌定相當擔保金額，為被告免為假執行之宣 告；原告陳明願供擔保請准宣告假執行，僅係促使本院職權 之發動，爰不另為准駁之諭知。,民事訴訟法第427條、民法第389條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,重訴,170,20251231,2",,2025-12-31,解除契約等,詎料，原告 於113年9月向建築師詢問時，始知434、435地號土地因106 年時都市計劃分區有變更而無法興建房屋，惟當時原告係以 建地購入，然卻因都市計劃分區變更而無法興建房屋，連帶 493地號土地亦無法使用，自屬物之瑕疵，被告應依民法第3 54條負物之瑕疵擔保責任，原告得依民法第359條解除系爭 買賣契約，買賣契約經解除後，被告受領價金自無法律上原 因，原告得依民法第259條或第179條請求被告返還價金。,民法第359條、民法第259條、民法第179條,medium,民法354 / 359:瑕疵擔保,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,重訴,170,20251231,2",,2025-12-31,解除契約等,退步言之，如本院認解 除契約顯失公平，原告亦得請求減少價金850萬1150元【計 算式：（14萬－3.3萬）（45.82坪＋33.63坪），並依民法第 179條請求被告返還。,民法第179條,high,民法247-1:定型化契約顯失公平,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,重訴,170,20251231,2",,2025-12-31,解除契約等,兩造僅以手寫方式約定上開七點， 並無「若不能建築即得解除契約」之特約。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,113,家繼訴,29,20251217,1",,2025-12-17,不動產所有權移轉登記,三、被告Ａ０４則以：系爭文書不生自書遺囑之效力，且被繼承人 童秀春與全體繼承人簽立系爭文書當下，童秀春曾口頭表示 要給被告Ａ０４、訴外人李靜芳各50萬元，此為在場全體繼承 人所共見聞，原告就此知之甚詳，未曾為反對之意思，就原 告所指被告Ａ０４僅在系爭文書上簽名、未記載金額乙事，係 肇因於原告配偶於全體繼承人簽立系爭文書時，未經全體繼 承人審閱同意，旋即將系爭文書收走所致，掌管系爭文書之 原告及原告配偶，未將被繼承人童秀春生前遺產分配如實記 載於上（即給付被告Ａ０４、訴外人李靜芳各50萬元之內容） ，亦未使全體繼承人就所載內容確認是否有誤或需要修正之 處，原告配偶即將系爭文書收回，顯有欺瞞被繼承,民法第72條,high,消保法11-1:審閱期,Y
silver,判決關鍵詞抽取(未核對),"TYDV,113,家繼訴,29,20251217,1",,2025-12-17,不動產所有權移轉登記,㊁系爭文書之全文並非童秀春自書，不符合民法第1190條關於 自書遺囑之法定方式，依民法第73條之規定，固屬無效。,民法第1190條、民法第73條,high,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,113,家繼訴,29,20251217,1",,2025-12-17,不動產所有權移轉登記,然 無效之法律行為，若具備他法律行為之要件，並因其情形， 可認當事人若知其無效，即欲為他法律行為者，其他法律行 為，仍為有效，民法第112條亦有明文。,民法第112條,high,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,訴,937,20251231,1",,2025-12-31,返還房屋等,四、得心證之理由： ㈠系爭房地有無借名登記： ①所謂借名登記關係，乃當事人約定，一方（借名者）經他方 （出名者）同意，而就屬於一方現在或將來之財產，以他方 之名義，登記為所有人或其他權利人之關係，仍由自己管理 、使用、處分之契約，其成立側重於借名者與出名者間之信 任關係，在性質上應與委任契約同視，倘其內容不違反強制 、禁止規定或公序良俗者，應賦予無名契約之法律上效力 ，並類推適用民法委任之相關規定，惟出名者與借名者間應 有借名登記之意思表示合致，始能成立。,,high,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,重訴,403,20251231,2",,2025-12-31,遷讓房屋等,四、末按給付無確定期限者，債務人於債權人得請求給付時，經 其催告而未為給付，自受催告時起，負遲延責任，其經債權 人起訴而送達訴狀，與催告有同一之效力；遲延之債務，以 支付金錢為標的者，債權人得請求依法定利率計算之遲延利 息；應付利息之債務，其利率未約定者，亦無法律可據者， 週年利率為5％，民法第229條第2項、第233條第1項前段、第 203條分別定有明文。,民法第229條、民法第233條、民法第203條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,重訴,403,20251231,2",,2025-12-31,遷讓房屋等,六、本判決原告勝訴部分，經原告陳明願供擔保請准宣告假執行 ，經核尚無不合，爰酌定相當擔保金額准許之，又本院併依 民事訴訟法第392條第2項規定，依職權宣告被告Ａ０３預供擔 保得免為假執行。,民事訴訟法第392條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,訴,2017,20251222,1",,2025-12-22,返還租賃物等,⑶次按民法第440條第1項規定，承租人租金支付有遲延者，出 租人得定相當期限，催告承租人支付租金，如承租人於其期 限內不為支付，出租人得終止契約。,民法第440條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,訴,2017,20251222,1",,2025-12-22,返還租賃物等,經 查： ①參以原告提出其與被告法定代理人石國之簡訊(見壢簡卷第12 至13頁反面)，原告於113年2月6日即傳訊表示「1月的租金 是不是明天給我」(見壢簡卷第12頁)，期間亦一直傳訊詢問 何時返還租金，或要拉回設備，113年4月29日又傳訊「你想 辦法這幾天把4月的租金給我，再收不到錢，我5月初一定過 去拉我的設備出來」、「明天已經月底了，我5月2號到你工 廠」(見壢簡卷第13頁)，是原告於113年2月6日、113年4月2 9日分別對被告表示限期於113年2月7日、113年5月2日以前 給付積欠租金，雖未明確表示欠租數額，依前開實務見解， 亦足認已生民法第440條第1項之定期催告效力。,民法第440條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,訴,345,20251226,1",,2025-12-26,給付租金等,」同法第229條 第2項規定：「給付無確定期限者，債務人於債權人得請 求時，經其催告而未為給付，自受催告時起，負遲延責任 。,民法第229條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,重訴,214,20251226,2",,2025-12-26,土地所有權移轉登記等,然經原告催告後，被告謝 國金仍未給付，是原告乃解除系爭買賣契約。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,重訴,214,20251226,2",,2025-12-26,土地所有權移轉登記等,原告既不得向 被告謝國金請求給付尾款，則不得解除系爭買賣契約並請 求被告謝國金返還系爭不動產。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,重訴,214,20251226,2",,2025-12-26,土地所有權移轉登記等,則原告 催告被告謝國金給付尾款，並以被告謝國金未給付尾款為 由解除系爭買賣契約，均屬無據。,,medium,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,訴,1270,20251212,1",,2025-12-12,遷讓房屋,（三）又所謂借名登記關係，乃當事人約定，一方（借名者）經 他方（出名者）同意，而就屬於一方現在或將來之財產， 以他方之名義，登記為所有人或其他權利人之關係，仍由 自己管理、使用、處分之契約，其成立側重於借名者與出 名者間之信任關係，在性質上應與委任契約同視，倘其內 容不違反強制、禁止規定或公序良俗者，應賦予無名契約 之法律上效力，並類推適用民法委任之相關規定，惟出名 者與借名者間應有借名登記之意思表示合致，始能成立。,,high,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,113,重訴,588,20251215,1",,2025-12-15,不動產所有權移轉登記等,二、被告則以：㈠兩造間就系爭不動產並無借名登記之約定，系 爭不動產為其出資購買並供原告居住，原告每月所匯之款項 實為系爭不動產之「租金」，而非貸款，系爭不動產之貸款 、相關稅費及保險均由其繳納，其方為系爭不動產之所有人 ；㈡系爭借名登記契約包含被告應處理清償房貸事宜，故應 為借名契約及委任之混合契約，原告僅終止借名契約部分， 尚不生終止系爭借名登記契約之效力，且原告應於清償必要 費用後，始得請求返還系爭不動產；㈢又縱認系爭借名登記 契約存在，原告既係為規避債務，則系爭借名登記契約應屬 違反善良風俗而自始無效，而系爭不動產於98年3月18日登 記，原告之不當得利請求權即於113年9月18日罹於1,,high,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,113,重訴,588,20251215,1",,2025-12-15,不動產所有權移轉登記等,四、得心證之理由： ㈠兩造間是否成立系爭借名登記契約： 1.按稱「借名登記」者，謂當事人約定一方將自己之財產以他 方名義登記，而仍由自己管理、使用、處分，他方允就該財 產為出名登記之契約，其成立側重於借名者與出名者間之信 任關係，及出名者與該登記有關之勞務給付，具有不屬於法 律上所定其他契約種類之勞務給付契約性質，應與委任契約 同視，倘其內容不違反強制、禁止規定或公序良俗者，當賦 予無名契約之法律上效力，並依民法第529條規定，適用民 法委任之相關規定（最高法院99年台上字第1662號判決參照 ）。,民法第529條,high,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,113,重訴,402,20251231,1",,2025-12-31,返還買賣價金,倘認原 告解約顯失公平，惟系爭不動產確有因凶宅所致之汙名價值 減損，則備位依民法第354、359條及第179條之規定，請求 減少買賣價金315萬元。,民法第179條,high,民法247-1:定型化契約顯失公平,Y
silver,判決關鍵詞抽取(未核對),"TYDV,113,重訴,402,20251231,1",,2025-12-31,返還買賣價金,」，同法第359條前段規定「買賣因物有瑕疵， 而出賣人依前五條之規定，應負擔保之責者，買受人得解除 其契約或請求減少其價金」。,民法第359條,medium,民法354 / 359:瑕疵擔保,Y
silver,判決關鍵詞抽取(未核對),"TYDV,113,重訴,402,20251231,1",,2025-12-31,返還買賣價金,又民法第360條規定「買賣之 物，缺少出賣人所保證之品質者，買受人得不解除契約或請 求減少價金，而請求不履行之損害賠償；出賣人故意不告知 物之瑕疵者亦同」。,民法第360條,medium,民法354 / 359:瑕疵擔保,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,訴,1136,20251231,2",,2025-12-31,遷讓房屋等,至於土地法第97條規 定立法意旨，僅在於對租賃契約所定租金數額加以規範，並 非就無權占有他人房屋所受利益數額加以規範，是法院於認 定無權占有人因不能返還占有而應償還之價額時，自不受土 地法第97條規定之限制（臺灣高等法院暨所屬法院113年法 律座談會民事類提案第5號研討結果參照）。,民法第97條,low,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,訴,1136,20251231,2",,2025-12-31,遷讓房屋等,其經債權 人起訴而送達訴狀，或依督促程序送達支付命令，或為其他 相類之行為者，與催告有同一之效力，民法第229條第1、2 項定有明文。,民法第229條,medium,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,113,訴,1824,20251203,2",,2025-12-03,不動產所有權移轉登記,基於私 法自治、契約自由原則，借名登記契約之約定內容尚有差異 ，倘其內容不違反強制、禁止規定或公序良俗者，固應賦予 無名契約之法律效力，惟出名人與借名人就該約定內容，應 有意思表示合致始能成立。,,high,,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,重訴,127,20251229,1",,2025-12-29,給付買賣價金,"理由 一、原告主張：兩造於民國113年7月22日達成買賣合意，由伊以 總價新臺幣（下同）1,350萬元出售坐落桃園市○○區○○段○○○ ○○段0000地號土地(權利範圍一萬分之六七六)，及同段1249 建號房屋（權利範圍全部）、1250建號房屋（權利範圍全部 ），即門牌號碼桃園市○○區○○街00號6樓之3、6樓之1房地（ 下稱系爭房地）予被告，並簽立不動產買賣契約書暨價金履 約保證申請書及增補特約（下分稱買賣契約、履保契約、增 補特約），約定伊對一般屋況不負瑕疵擔保責任，簽約款為 135萬元、交屋日為113年11月8日（嗣合意延至114年1月22 日），被告應依約付清尾款，辦理交屋。",,medium,民法354 / 359:瑕疵擔保,Y
silver,判決關鍵詞抽取(未核對),"TYDV,114,重訴,127,20251229,1",,2025-12-29,給付買賣價金,四、另按當事人得約定債務人於債務不履行時，應支付違約金； 約定之違約金額過高者，法院得減至相當之數額，民法第25 0條第1項、第252條定有明文。,民法第252條,medium,民法252 / 內政部公告:違約金上限1個月租金,Y
